Name;NetWorth;Country;Source;Rank;Age;Residence;Citizenship;Status;Children;Education;Self_made;
Sunil Mittal & family;10.май;India;telecom;213;63.0;Delhi, India;India;Married;3.0;Bachelor of Arts/Science, Punjab University;True;
Melker Schorling & family;10.май;Sweden;investments;213;73.0;Stockholm, Sweden;Sweden;Married;2.0;Master of Business Administration, Gothenburg University;True;
Cai Kui;10.апр;China;real estate;216;58.0;Chengdu, China;China;Divorced;1.0;Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics;True;
John Fredriksen;10.апр;Cyprus;shipping;216;76.0;London, United Kingdom;Cyprus;Widowed;2.0;;True;
Qi Shi & family;10.апр;China;financial information;216;51.0;Shanghai, China;China;;;EMBA, Fudan University;;
Chase Coleman; III.;10.мар;United States;investments;219;45.0;New York, New York;United States;Married;;Bachelor of Arts/Science, Williams College;POINT (-74.00601519999999 40.7127281)
Hui Wing Mau;10.мар;Hong Kong;real estate;219;70.0;Hong Kong, Hong Kong;Hong Kong;Married;2.0;Master of Business Administration, University of South Australia;True;
Edward Johnson; III.;10.мар;United States;money management;219;90.0;Boston, Massachusetts;United States;Married;3.0;Bachelor of Arts/Science, Harvard University;POINT (-71.0582912 42.3602534)
Liu Hanyuan;10.мар;China;agribusiness;219;57.0;Chengdu, China;China;Married;;Bachelor of Arts/Science, Sichuan University;True;
Larry Xiangdong Chen;10.фев;China;education;223;49.0;Beijing, China;China;;;Ph.D, Renmin University of China;True;
Philip Anschutz;10.янв;United States;investments;224;81.0;Denver, Colorado;United States;Married;3.0;Bachelor of Arts/Science, University of Kansas;False;
Dietmar Hopp & family;10.янв;Germany;software;224;81.0;Walldorf, Germany;Germany;Married;2.0;Master of Science, University of Karlsruhe;True;
German Khan;10.янв;Russia;oil, banking, telecom;224;59.0;London, United Kingdom;Russia;Married;4.0;Bachelor of Arts/Science, Moscow Institute of Steel and Alloys;True;
Li Ge;10.янв;United States;pharmaceutical ingredients;224;54.0;Shanghai, China;United States;Married;;Ph.D, Columbia University;True;
Jay Chaudhry;10.0;United States;security software;228;61.0;Reno, Nevada;United States;Married;3.0;;True;
Eric Wittouck;10.0;Belgium;investments;228;74.0;Monaco;Belgium;;;;False;
Carl Cook;09.сен;United States;medical devices;230;58.0;Bloomington, Indiana;United States;Married;;Bachelor of Arts/Science, Purdue University;;
Jan Koum;09.сен;United States;WhatsApp;230;45.0;Atherton, California;United States;Single;;Drop Out, San Jose State University;True;
Herbert Kohler; Jr. & family;09.авг;United States;plumbing fixtures;232;82.0;Kohler, Wisconsin;United States;Married;3.0;Bachelor of Arts/Science, Yale University;POINT (-87.7817541 43.7391616)
Tobi Lutke;09.авг;Canada;e-commerce;232;40.0;Ottawa, Canada;Canada;Married;3.0;;True;
James Dyson;09.июл;United Kingdom;vacuums;234;74.0;Gloucestershire, United Kingdom;United Kingdom;Married;3.0;;True;
Mat Ishbia;09.июл;United States;в…;234;41.0;Bloomfield Hills, Michigan;United States;Divorced;3.0;Bachelor of Business Administration, Michigan State University;False;
Savitri Jindal & family;09.июл;India;steel;234;71.0;Hisar, India;India;Widowed;9.0;;False;
Friedhelm Loh;09.июл;Germany;manufacturing;234;74.0;Haiger, Germany;Germany;Married;3.0;;False;
Iskander Makhmudov;09.июл;Russia;mining, metals, machinery;234;57.0;Moscow, Russia;Russia;Married;1.0;Bachelor of Arts/Science, Tashkent State University;True;
Stefano Pessina;09.июл;Italy;drugstores;234;79.0;Monte Carlo, Monaco;Italy;Divorced;2.0;Bachelor of Engineering, Politecnico di Milano;False;
Quek Leng Chan;09.июл;Malaysia;banking, property;234;79.0;Kuala Lumpur, Malaysia;Malaysia;Married;3.0;LLB, Middle Temple;False;
Israel Englander;09.июн;United States;hedge funds;241;72.0;New York, New York;United States;Married;3.0;Bachelor of Arts/Science, New York University;True;
Charles Ergen;09.июн;United States;satellite TV;241;68.0;Denver, Colorado;United States;Married;5.0;Bachelor of Arts/Science, University of Tennessee Knoxville;;
Jim Pattison;09.июн;Canada;diversified;241;92.0;Vancouver, Canada;Canada;Married;3.0;;True;
Yao Liangsong;09.июн;China;furniture;241;56.0;Guangzhou, China;China;;;;True;
David Geffen;09.май;United States;movies, record labels;245;78.0;Beverly Hills, California;United States;Single;;Drop Out, The University of Texas at Austin;True;
Yeung Kin-man;09.май;Hong Kong;electronics;245;57.0;Hong Kong, Hong Kong;Hong Kong;Married;;;True;
Ding Shizhong & family;09.апр;China;sports apparel;247;50.0;Quanzhou, China;China;Married;2.0;EMBA, Xiamen University;True;
Harold Hamm & family;09.апр;United States;oil & gas;247;75.0;Oklahoma City, Oklahoma;United States;Divorced;5.0;Diploma, High School;True;
Jim Kennedy;09.апр;United States;media, automotive;247;73.0;Atlanta, Georgia;United States;Married;3.0;Bachelor of Arts/Science, University of Denver;False;
Blair Parry-Okeden;09.апр;United States;media, automotive;247;70.0;New South Wales, Australia;United States;Divorced;2.0;Diploma, High School;;
Ding Shijia;09.мар;China;sports apparel;251;57.0;Quanzhou, China;China;Married;;;True;
Kim Beom-su;09.мар;South Korea;online services;251;55.0;Seoul, South Korea;South Korea;Married;2.0;Bachelor of Science in Engineering, Seoul National University;;
Ian & Richard Livingstone;09.мар;United Kingdom;real estate;251;;London, United Kingdom;United Kingdom;;;;True;
Sun Hongbin;09.мар;United States;real estate;251;58.0;Tianjin, China;United States;;;Master, Tsinghua University;True;
Alberto Bailleres Gonzalez & family;09.фев;Mexico;mining;255;89.0;Mexico City, Mexico;Mexico;Married;4.0;;False;
Lam Wai-ying;09.янв;Hong Kong;smartphone screens;256;;Hong Kong, Hong Kong;Hong Kong;Married;;;True;
Massimiliana Landini Aleotti & family;09.янв;Italy;pharmaceuticals;256;78.0;Fiesole (FI), Italy;Italy;Widowed;2.0;;False;
Lu Xiangyang;09.янв;China;automobiles, batteries;256;58.0;Guangzhou, China;China;Married;;;True;
Wolfgang Marguerre & family;09.янв;Germany;pharmaceuticals;256;79.0;Heidelberg, Germany;Germany;Married;3.0;;True;
David Sun;09.янв;United States;computer hardware;256;69.0;Irvine, California;United States;Married;2.0;Bachelor of Engineering, Tatung University;True;
John Tu;09.янв;United States;computer hardware;256;79.0;Rolling Hills, California;United States;Married;2.0;Bachelor of Arts/Science, Technische UniversitГ¤t Darmstadt;True;
Guillaume Pousaz;9.0;Switzerland;fintech;262;39.0;;Switzerland;Married;3.0;;True;
Viktor Vekselberg;9.0;Russia;metals, energy;262;64.0;Moscow, Russia;Russia;Married;2.0;Bachelor of Arts/Science, Moscow State University of Railway Engineering;True;
Jerry Jones;08.сен;United States;Dallas Cowboys;264;78.0;Dallas, Texas;United States;Married;3.0;Bachelor of Arts/Science, University of Arkansas;;
Michael Otto;08.сен;Germany;retail, real estate;264;78.0;Hamburg, Germany;Germany;Married;2.0;Doctorate, University of Hamburg;;
Steven Rales;08.сен;United States;manufacturing;264;70.0;Santa Barbara, California;United States;Married;3.0;Law Degree, American University;;
Sarath Ratanavadi;08.сен;Thailand;energy;264;55.0;Bangkok, Thailand;Thailand;Married;;Bachelor of Science in Engineering, Chulalongkorn University;;
Tse Ping;08.сен;China;pharmaceuticals;264;69.0;Hong Kong, Hong Kong;China;Married;;;True;
Chan Tan Ching-fen;08.авг;Hong Kong;real estate;269;;Hong Kong, Hong Kong;Hong Kong;Widowed;2.0;;False;
David Cheriton;08.авг;Canada;Google;269;70.0;Palo Alto, California;Canada;Divorced;4.0;Bachelor of Arts/Science, University of British Columbia;;
Xavier Niel;08.авг;France;internet, telecom;269;53.0;Paris, France;France;Single;3.0;;True;
August von Finck;08.авг;Germany;investments;269;91.0;Thurgau, Switzerland;Germany;Married;4.0;;False;
Zong Qinghou;08.авг;China;beverages;269;75.0;Hangzhou, China;China;Married;1.0;;True;
Benu Gopal Bangur;08.июл;India;cement;274;89.0;Kolkata, India;India;Widowed;2.0;Bachelor of Arts/Science, Calcutta University;False;
Sam Bankman-Fried;08.июл;United States;cryptocurrency;274;29.0;Hong Kong, Hong Kong;United States;;;Bachelor of Arts/Science, Massachusetts Institute of Technology;;
Cheng Xue;08.июл;China;soy sauce;274;51.0;Foshan, China;China;;;;True;
Graeme Hart;08.июл;New Zealand;investments;274;65.0;Auckland, New Zealand;New Zealand;Married;2.0;;True;
Kjeld Kirk Kristiansen;08.июл;Denmark;Lego;274;73.0;Billund, Denmark;Denmark;Married;3.0;Bachelor of Arts/Science, Aarhus Business School;;
Sofie Kirk Kristiansen;08.июл;Denmark;Lego;274;45.0;Billund, Denmark;Denmark;;;;False;
Thomas Kirk Kristiansen;08.июл;Denmark;Lego;274;42.0;Billund, Denmark;Denmark;;;;False;
Lin Bin;08.июл;United States;smartphones;274;53.0;Shenzhen, China;United States;;;Master, Drexel University;True;
Liu Jincheng & family;08.июл;China;lithium batteries;274;56.0;Huizhou, China;China;Married;;Doctorate, South China University of Technology;;
Shigenobu Nagamori;08.июл;Japan;motors;274;76.0;Kyoto, Japan;Japan;Married;2.0;;True;
Carlos Alberto Sicupira & family;08.июл;Brazil;beer;274;73.0;St. Gallen, Switzerland;Brazil;Married;3.0;Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro;True;
Agnete Kirk Thinggaard;08.июл;Denmark;Lego;274;37.0;Billund, Denmark;Denmark;;;;False;
Anthony von Mandl;08.июл;Canada;alcoholic beverages;274;;Vancouver, Canada;Canada;;;Bachelor of Arts/Science, University of British Columbia;True;
Xu Shihui;08.июл;China;snacks, beverages;274;63.0;Quanzhou, China;China;Married;;;True;
Ernesto Bertarelli;08.июн;Switzerland;biotech, investments;288;55.0;Gstaad, Switzerland;Switzerland;Married;3.0;Bachelor of Arts/Science, Babson College;;
Leon Black;08.июн;United States;private equity;288;69.0;New York, New York;United States;Married;4.0;Bachelor of Arts/Science, Dartmouth College;;
Azim Premji;08.июн;India;software services;288;75.0;Bangalore, India;India;Married;2.0;Bachelor of Arts/Science, Stanford University;False;
Andrei Skoch & family;08.июн;Russia;steel;288;55.0;Moscow, Russia;Russia;Single;10.0;State Central Institute of Physical Culture;True;
George Soros;08.июн;United States;hedge funds;288;90.0;Katonah, New York;United States;Married;5.0;Bachelor of Arts/Science, London School of Economics;True;
Zheng Shuliang & family;08.июн;China;aluminum products;288;75.0;Binzhou, China;China;Widowed;3.0;;False;
Marc Benioff;08.апр;United States;business software;294;56.0;San Francisco, California;United States;Married;2.0;Bachelor of Arts/Science, University of Southern California;True;
Kuldip Singh & Gurbachan Singh Dhingra;08.апр;India;paints;294;;Delhi, India;India;Married;;Bachelor of Arts/Science, Delhi University;True;
Ann Walton Kroenke;08.апр;United States;Walmart;294;72.0;Electra, Texas;United States;Married;2.0;Registered Nurse, Lincoln University;False;
Bubba Cathy;08.мар;United States;Chick-fil-A;297;67.0;Atlanta, Georgia;United States;Married;6.0;Bachelor of Arts/Science, Samford University;False;
Dan Cathy;08.мар;United States;Chick-fil-A;297;68.0;Atlanta, Georgia;United States;Married;2.0;Bachelor of Arts/Science, Georgia Southern University;False;
Jay Y. Lee;08.мар;South Korea;Samsung;297;52.0;Seoul, South Korea;South Korea;Divorced;2.0;Master of Business Administration, Keio University;;
Pan Dong;08.мар;Canada;consumer goods;297;56.0;Hong Kong, Hong Kong;Canada;Married;;Master of Business Administration, Lawrence Technological University;;
Hasso Plattner & family;08.мар;Germany;software;297;77.0;Heidelberg, Germany;Germany;Married;2.0;Master of Science, University of Karlsruhe;True;
Nassef Sawiris;08.мар;Egypt;construction, investments;297;60.0;Cairo, Egypt;Egypt;Married;4.0;Bachelor of Arts/Science, University of Chicago;False;
Kushal Pal Singh;08.мар;India;real estate;297;89.0;Delhi, India;India;Widowed;3.0;Bachelor of Arts/Science, Delhi University;False;
Stanley Kroenke;08.фев;United States;sports, real estate;304;73.0;Electra, Texas;United States;Married;2.0;Master of Business Administration, Robert J. Trulaske, Sr. College of Business;;
Niels Peter Louis-Hansen;08.фев;Denmark;medical devices;304;73.0;Humlebaek, Denmark;Denmark;Married;1.0;;False;
Alain Merieux & family;08.фев;France;pharmaceuticals;304;83.0;Lyon, France;France;Married;3.0;;False;
Andreas von Bechtolsheim & family;08.фев;Germany;Google;304;65.0;Palo Alto, California;Germany;Single;;Master of Science, Carnegie Mellon University;True;
Diane Hendricks;8.0;United States;roofing;308;74.0;Afton, Wisconsin;United States;Widowed;7.0;Diploma, High School;True;
Shahid Khan;8.0;United States;auto parts;308;70.0;Naples, Florida;United States;Married;2.0;Bachelor of Arts/Science, University of Illinois, Urbana-Champaign;True;
Nicky Oppenheimer & family;8.0;South Africa;diamonds;308;75.0;Johannesburg, South Africa;South Africa;Married;1.0;Bachelor of Arts/Science, Oxford U Christ Church;;
Anthony Bamford & family;07.сен;United Kingdom;construction equipment;311;75.0;Gloucestershire, United Kingdom;United Kingdom;Married;3.0;Bachelor of Arts/Science, Grenoble University;False;
Andrew Beal;07.сен;United States;banks, real estate;311;68.0;Dallas, Texas;United States;Divorced;6.0;Drop Out, Baylor University;True;
Dmitry Bukhman;07.сен;Russia;online games;311;35.0;London, United Kingdom;Russia;Married;3.0;Master of Science, Vologda State Pedagogical University;True;
Igor Bukhman;07.сен;Russia;online games;311;39.0;London, United Kingdom;Russia;Married;3.0;Master of Science, Vologda State Pedagogical University;True;
Takahisa Takahara;07.сен;Japan;personal care goods;311;59.0;Tokyo, Japan;Japan;;;;False;
Kei Hoi Pang;07.авг;China;real estate;316;55.0;Hong Kong, Hong Kong;China;;;;True;
Alexei Kuzmichev;07.авг;Russia;oil, banking, telecom;316;58.0;London, United Kingdom;Russia;Married;3.0;Bachelor of Arts/Science, Moscow Institute of Steel and Alloys;True;
John Malone;07.авг;United States;cable television;316;80.0;Elizabeth, Colorado;United States;Married;2.0;Doctorate, Johns Hopkins University;;
Marijke Mars;07.авг;United States;candy, pet food;316;56.0;Los Angeles, California;United States;Divorced;;Bachelor of Arts/Science, Duke University;False;
Pamela Mars;07.авг;United States;candy, pet food;316;60.0;Alexandria, Virginia;United States;Married;3.0;Bachelor of Arts/Science, Vassar College;False;
Valerie Mars;07.авг;United States;candy, pet food;316;62.0;New York, New York;United States;Married;2.0;Master of Business Administration, Columbia University;;
Victoria Mars;07.авг;United States;candy, pet food;316;64.0;Philadelphia, Pennsylvania;United States;Married;4.0;Master of Business Administration, University of Pennsylvania, The Wharton School;;
Giorgio Armani;07.июл;Italy;luxury goods;323;86.0;Milan, Italy;Italy;Single;;Drop Out, University of Piacenza;True;
Frederik Paulsen;07.июл;Sweden;health care;323;70.0;Lausanne, Switzerland;Sweden;Divorced;3.0;;False;
David Reuben;07.июл;United Kingdom;investments, real estate;323;82.0;London, United Kingdom;United Kingdom;Married;1.0;;True;
Simon Reuben;07.июл;United Kingdom;real estate, investments;323;80.0;Monaco, Monaco;United Kingdom;Married;1.0;Drop Out, Sir John Cass College, London;True;
Alexander Abramov;07.июн;Russia;steel, mining;327;62.0;Moscow, Russia;Russia;Married;3.0;Bachelor of Arts/Science, Moscow Institute of Physics and Technology;True;
Rinat Akhmetov;07.июн;Ukraine;steel, coal;327;54.0;Donetsk, Ukraine;Ukraine;Married;2.0;Bachelor of Arts/Science, Donetsk National University;True;
Silvio Berlusconi & family;07.июн;Italy;media;327;84.0;Milan, Italy;Italy;Divorced;5.0;Doctor of Jurisprudence, University of Milan;True;
John Grayken;07.июн;Ireland;private equity;327;64.0;London, United Kingdom;Ireland;Married;4.0;Master of Business Administration, Harvard Business School;;
